ean;name;quantity;sector;type;size
7893963744554;SAPATO PRETO 50F61-SRV TRUE LINE 40 MARLUVAS;0;EPI;SAPATO;40
7893963744561;SAPATO PRETO 50F61-SRV TRUE LINE 41 MARLUVAS;0;EPI;SAPATO;41
7893963744578;SAPATO PRETO 50F61-SRV TRUE LINE 42 MARLUVAS;0;EPI;SAPATO;42
7893963764811;SAPATO PRETO 50F61-SRV TRUE LINE 43 MARLUVAS;0;EPI;SAPATO;43
7893963008991;SAPATO PRETO EVA TAM-34 MARLUVAS;0;EPI;SAPATO;34
7893963009004;SAPATO PRETO EVA TAM-35 MARLUVAS;0;EPI;SAPATO;35
7898552297152;SAPATO STICKY NOR PRETA 39 CANADA EPI;0;EPI;SAPATO;39
7898552297190;SAPATO STICKY NOR PRETO 35 CANADA EPI;0;EPI;SAPATO;35
7898552290115;SAPATO STICKY SHOE BRANCO 43 CANADA EPI;0;EPI;SAPATO;43
7899959503730;SAPATO STICKY SHOE MAN 40 CANADA EPI;0;EPI;SAPATO;40
7899959503747;SAPATO STICKY SHOE MAN 41 CANADA EPI;0;EPI;SAPATO;41
7899959503488;SAPATO STICKY SHOE MAN BRANCO 42 CANADA EPI;0;EPI;SAPATO;42
7899959503495;SAPATO STICKY SHOE MAN BRANCO 43 CANADA EPI;0;EPI;SAPATO;43
7899959503501;SAPATO STICKY SHOE MAN BRANCO 44;0;EPI;SAPATO;44
7899959503754;SAPATO STICKY SHOE MAN PRETO 42 CANADA EPI;0;EPI;SAPATO;42
7899959503761;SAPATO STICKY SHOE MAN PRETO 43 CANADA EPI;0;EPI;SAPATO;43
7898552290221;SAPATO STICKY SHOE PRETO 41 CANADA EPI;0;EPI;SAPATO;41
7899959514729;SAPATO STICKY SHOE UNISSEX 41 CANADA EPI;0;EPI;SAPATO;41
7899959514538;SAPATO STICKY SHOE UNISSEX BRANCO 40 CANADA EPI;0;EPI;SAPATO;40
7899959514705;SAPATO STICKY SHOE UNISSEX PRETO 39 CANADA EPI;0;EPI;SAPATO;39
7899959504812;SAPATO STICKY SHOE WOMAN BRANCO 37 CAMADA EPI;0;EPI;SAPATO;37
7899959504836;SAPATO STICKY SHOE WOMAN BRANCO 39 CANADA EPI;0;EPI;SAPATO;39
7899959506830;SAPATO STICKY SHOE WOMAN BRANCO 33 CANADA EPI;0;EPI;SAPATO;33
7899959504973;SAPATO STICKY SHOE WOMAN BRANCO 34 CANADA EPI;0;EPI;SAPATO;34
7899959504799;SAPATO STICKY SHOE WOMAN BRANCO 35 CANADA EPI;0;EPI;SAPATO;35
7899959504805;SAPATO STICKY SHOE WOMAN BRANCO 36 CANADA EPI;0;EPI;SAPATO;36
7899959504829;SAPATO STICKY SHOE WOMAN BRANCO 38 CANADA EPI;0;EPI;SAPATO;38
7899959505321;SAPATO STICKY SHOE WOMAN BRANCO 41 CANADA EPI;0;EPI;SAPATO;41
7899959505413;SAPATO STICKY SHOE WOMAN PRETA 34 CANADA EPI;0;EPI;SAPATO;34
7899959504850;SAPATO STICKY SHOE WOMAN PRETA 35 CANADA EPI;0;EPI;SAPATO;35
7899959504867;SAPATO STICKY SHOE WOMAN PRETA 36 CANADA EPI;0;EPI;SAPATO;36
7899959504874;SAPATO STICKY SHOE WOMAN PRETA 37 CANADA EPI;0;EPI;SAPATO;37
7899959504881;SAPATO STICKY SHOE WOMAN PRETA 38 CANADA EPI;0;EPI;SAPATO;38
7899959504898;SAPATO STICKY SHOE WOMAN PRETA 39 CANADA EPI;0;EPI;SAPATO;39
7899959504904;SAPATO STICKY SHOE WOMAN PRETA 40 CANADA EPI;0;EPI;SAPATO;40
7899959505420;SAPATO STICKY SHOE WOMAN PRETA 41 CANADA EPI;0;EPI;SAPATO;41
7899959506854;SAPATO STICKY SHOE WOMAN PRETO 33 CANADA EPI;0;EPI;SAPATO;33
7899656400226;TOUCA BALACLAVA NINJA 000600087 MAICOL;0;EPI;TOUCA;
7898449087262;APOIO ERGONOMICO PARA OS PES;0;ESCRITORIO;APOIO;
7891360542322;APONTADOR FABER CASTEL;0;ESCRITORIO;APONTADOR;
7897975038939;BLOCO POST-IT 38X50 MM C/4 MAXP.NEON COLORIDOS;0;ESCRITORIO;BLOCO;
7897256292197;BLOCO ADESIVO 76 MMX 76 MM VERDE JOÇAR;0;ESCRITORIO;BLOCO;
7501035111783;BLOCO ADESIVO 76MM X 76MM AMARELO JOÇAR;0;ESCRITORIO;BLOCO;
7897975018139;BLOCO ADESIVO AMARELO 38MM X 50MM MAXPRINT;0;ESCRITORIO;BLOCO;
7896603899843;BLOCO ADESIVO MEMO C/4 AMARELO ADELBRAS;0;ESCRITORIO;BLOCO;
7896603801211;BLOCO AUTO ADESIVO NEON C/4 ADELBRAS;0;ESCRITORIO;BLOCO;
7896603899812;BLOCO AUTO-ADESIVO MEMO 100 FLS ADELBRAS;0;ESCRITORIO;BLOCO;
2501504950061;BOBINA PDV AMARELA 80 X 80MTS 48 GR THERMO PRINT;0;ESCRITORIO;BOBINA;
7893460231328;BOBINA PDV AMARELA 80MM X 80M KPR 48GR R-45 REGISPEL;0;ESCRITORIO;BOBINA;
7893460265125;BOBINA PDV BRANCA 80X80X44G R-50 REGISPEL;0;ESCRITORIO;BOBINA;
2501504950054;BOBINA PDV HIPER LANCHES 80MM X 80M VPLASER;0;ESCRITORIO;BOBINA;
7893460249521;BOBINA PDV HIPER LANCHES AMARELA 80X80 48G REGISPEL;0;ESCRITORIO;BOBINA;
2501504950122;BOBINA PDV HIPER LANCHES BRANCA 80MM X 80M;0;ESCRITORIO;BOBINA;
2501504950009;BOBINA PDV PERSON 80MM X 80M KPR 48GR PDV BH;0;ESCRITORIO;BOBINA;
2501504950047;BOBINA PDV PERSON 80MM X 80M KPR 48GR VPLASER;0;ESCRITORIO;BOBINA;
2501504950016;BOBINA PDV PERSON 80MM X 80MT KPH 48GR BH;0;ESCRITORIO;BOBINA;
2501504950078;BOBINA PDV PERSON SALMAO 80MM X 80M KPR 48GR THI;0;ESCRITORIO;BOBINA;
7893460226072;BOBINA PDV SALMAO 80MM X 80M KPR 48GR R-34 REGISPEL;0;ESCRITORIO;BOBINA;
2501504950092;BOBINA TERMICA 57MM X 80M RELOGIO DE PONTO MEX PAPER;0;ESCRITORIO;BOBINA;
2501504950108;BOBINA TERMICA 57MM X 80M RELOGIO DE PONTO NASX;0;ESCRITORIO;BOBINA;
2501504950030;BOBINA TERMICA 57MM X 80M RELOGIO PONTO BH;0;ESCRITORIO;BOBINA;
7893460225167;BOBINA TERMICA 57MM X 80M RELOGIO PONTO REGISPEL;0;ESCRITORIO;BOBINA;
7898937106076;BOBINA TERMICA 79X30M RELOGIO PONTO DML THEGA;0;ESCRITORIO;BOBINA;
7896342436231;BORRACHA TR 18 MERCU;0;ESCRITORIO;BORRACHA;
7898285031320;CADERNETA DE BOLSO PANAMERICANA;0;ESCRITORIO;CADERNETA;
7898285031344;CADERNETA ESPIRAL 1/8 PAUTADA 96 FLS PANAMERICANA;0;ESCRITORIO;CADERNETA;
7897571925817;CADERNO 01 MATERIA NEUTRO TAMOIO;0;ESCRITORIO;CADERNO;
7898927470890;CADERNO 1/4 CAPA DURA ESPIRAL 200 FLS X-PHOTO MAXÍMA;0;ESCRITORIO;CADERNO;
7897571925848;CADERNO 200 FOLHAS TAMOIO;0;ESCRITORIO;CADERNO;
7898944524101;CADERNO APONTAMENTO ESPIRAL;0;ESCRITORIO;CADERNO;
7894494000607;CADERNO BROCHURA UNIVERSITARIO CD AZUL 96 FLS STIFF;0;ESCRITORIO;CADERNO;
7898940976812;CADERNO BROCHURÃO 96 FLS VERMELHO CAPA DURA UNIVERSAL;0;ESCRITORIO;CADERNO;
7898938670203;CADERNO CAPA DURA 96 FLS GRANDE X-PHOTO MAXIMA;0;ESCRITORIO;CADERNO;
7891027127954;CADERNO CAPA DURA ESPIRAL 96 FLS GDE UNIV. TILIBRA;0;ESCRITORIO;CADERNO;
7898936257253;CADERNO CAPADURA COSTURADO AZUL MAXIMA;0;ESCRITORIO;CADERNO;
7898936257086;CADERNO CAPADURA COSTURADO VERMELHO MAXIMA;0;ESCRITORIO;CADERNO;
7897571924124;CADERNO CD NEUTRO 96FLS PRETO TAMOIO;0;ESCRITORIO;CADERNO;
7898938670210;CADERNO DE CAPA DURA 10 MATERIAS X-PHOTO MAXIMA;0;ESCRITORIO;CADERNO;
7894494281446;CADERNO ESPIRAL UNIVERSITÁRIO CD 10 MATERIAS 200 FLS BRASILIDADE JANDAIA;0;ESCRITORIO;CADERNO;
7897571925824;CADERNO NEUTRO UNIVERSITARIO 200 FLS 10 MATERIAS TAMOIO;0;ESCRITORIO;CADERNO;
7897571924230;CADERNO UNIVERSITARIO CD 200FLS AZUL TAMOIO;0;ESCRITORIO;CADERNO;
7897571924193;CADERNO UNIVERSITARIO CD 96FLS AZUL TAMOIO;0;ESCRITORIO;CADERNO;
7896292224537;CAIXA ARTICULADA TRIPLA P/ CORRESPONDENCIA;0;ESCRITORIO;CAIXA;
7896292224513;CAIXA CORRESPONDENCIA ARTICULAVEL ACRIMET;0;ESCRITORIO;CAIXA;
7898030050170;CAIXA CORRESPONDENCIA NOVACRIL TRIPLA ARTICULAVEL FUME;0;ESCRITORIO;CAIXA;
7897294401049;CAIXA CORRESPONDENCIA REF-2451 ACRIMET;0;ESCRITORIO;CAIXA;
7897832852128;CAIXA PARA CORRESPONDÊNCIA ARTICULÁVEL DELLO;0;ESCRITORIO;CAIXA;
4549526603822;CALCULADORA DE MESA 10 DIGÍTOS PRETA SL 310 CÁSIO;0;ESCRITORIO;CALCULADORA;
7896326913727;CALCULADORA DE MESA C-204 10D CIS;0;ESCRITORIO;CALCULADORA;
7896326913741;CALCULADORA DE MESA C206N CIS;0;ESCRITORIO;CALCULADORA;
7897013517402;CALCULADORA DE MESA MV 4123 ELGIN;0;ESCRITORIO;CALCULADORA;
4549526604782;CALCULADORA DEKSTOP DR-120R-BK CASSIO;0;ESCRITORIO;CALCULADORA;
7897373101051;CALCULADORA DESKTOP CALC-7076 8D INOVA;0;ESCRITORIO;CALCULADORA;
7897373101006;CALCULADORA DESKTOP CALC-7067 12D INOVA;0;ESCRITORIO;CALCULADORA;
7897013526107;CALCULADORA ELETRÔNICA DE MESA MB 7142 ELGIN 14 DÍGITOS;0;ESCRITORIO;CALCULADORA;
7897013517396;CALCULADORA ELETRÔNICA ELGIN 12 DÍGITOS MV 4122;0;ESCRITORIO;CALCULADORA;
7897013548338;CALCULADORA ELETRONICA ELGIN DE BOLSO 8 DÍGITOS CB 1485;0;ESCRITORIO;CALCULADORA;
7898119103605;CALCULADORA ELETRÔNICA MASTERPRINT MP 1086;0;ESCRITORIO;CALCULADORA;
7897013514166;CALCULADORA ELETRONICA MR 6124 ELGIN;0;ESCRITORIO;CALCULADORA;
7896572000547;CANETA AZUL 0.7 COMPACTOR;0;ESCRITORIO;CANETA;
7503486011674;CANETA AZUL 0.7 PAPER MATE;0;ESCRITORIO;CANETA;
70330129627;CANETA AZUL BIC;0;ESCRITORIO;CANETA;
7896572029609;CANETA AZUL ECONOMIC COMPACTOR;0;ESCRITORIO;CANETA;
7896572013851;CANETA ECONOMIC COMPACTOR AZUL;0;ESCRITORIO;CANETA;
7896572012847;CANETA ESFEROFRAFICA 0.7MM AZUL COMPACTOR;0;ESCRITORIO;CANETA;
7898272520066;CANETA FIXA POLIBA C/B;0;ESCRITORIO;CANETA;
7898272520073;CANETA FIXA POLIDA COM SUPORTE;0;ESCRITORIO;CANETA;
7896326912188;CANETA MARCA TEXTO AMARELA LUMINI CIS;0;ESCRITORIO;CANETA;
7898119104619;CANETA MARCA TEXTO AMARELA MP612 MASTERPRINT;0;ESCRITORIO;CANETA;
7898936754233;CANETA MARCA TEXTO AMARELO FLUORESCENTE BRW;0;ESCRITORIO;CANETA;
7898119104657;CANETA MARCA TEXTO ROSA MASTERPRINT;0;ESCRITORIO;CANETA;
7897256272038;CANETA MARCADOR JOCAR OFFICE PRETA 2.0;0;ESCRITORIO;CANETA;2.0 MM
7897424080984;CANETA PARA RETROJETOR 1,0MM MARCADOR PILOT;0;ESCRITORIO;CANETA;1.0 MM
70330129665;CANETA PRETA BIC;0;ESCRITORIO;CANETA;
7896572029630;CANETA PRETA COMPACTOR ECONIMIC;0;ESCRITORIO;CANETA;
7897424080878;CANETA PRETA RETROPROJETOR PITLOT 2.0 MM;0;ESCRITORIO;CANETA;2.0 MM
7897975073077;CANETA RETRO PROJETOR 1.0MM CD/DVD AZUL MAXPRINT;0;ESCRITORIO;CANETA;1.0 MM
7897975073251;CANETA RETROPROJETOR VERMELHA 2.0MM MAXPRINT;0;ESCRITORIO;CANETA;2.0 MM
70330129634;CANETA VERMELHA BIC;0;ESCRITORIO;CANETA;
7897424080892;CANETA VERMELHA RETROPROJETOR PILOT;0;ESCRITORIO;CANETA;
7899589600083;CARTAO DE VISITA COM ENVELOPE ASSETE PAPEIS;0;ESCRITORIO;CARTAO;
7897249541608;CARTAO VISITA FLIP-TOP DIAMANTE ROMITEC;0;ESCRITORIO;CARTAO;
7896041926019;CARTAO VISITA PIMACO REF-7088 BIC;0;ESCRITORIO;CARTAO;
7897849608121;CLIPS 10/0 ACO GALVANIZADO BACCHI;0;ESCRITORIO;CLIPS;10
#N/D;CLIPS 2/0 TOP;0;ESCRITORIO;CLIPS;2
7898928646348;CLIPS 2/0 WIRE FLEX;0;ESCRITORIO;CLIPS;2
7898033751739;CLIPS 3/0 TOP;0;ESCRITORIO;CLIPS;3
7898928646386;CLIPS 6/0 WIRE FLEX;0;ESCRITORIO;CLIPS;6
#N/D;CLIPS 8/0 BACCHI;0;ESCRITORIO;CLIPS;8
#N/D;COLA BASTAO 10G ;0;ESCRITORIO;COLA;10 G
#N/D;COLA BRANCA 40;0;ESCRITORIO;COLA;40 G
7897844200214;CORRETIVO LIQUIDO ZAS-TRAZ - 18ML;0;ESCRITORIO;CORRETIVO;18 ML
6921675433103;DISPENSADOR DE FITA 3310 GEMMES;0;ESCRITORIO;DISPENSADOR;
7898964789016;ELASTICO N.18 AMARELO PREMIER 2,2MM 1KG;0;ESCRITORIO;ELASTICO;2.2 MM
7896342410767;ELASTICO STANDARD MERCUR;0;ESCRITORIO;ELASTICO;
7896342910403;ELASTICO SUPER AMARELO 18 MERCUR;0;ESCRITORIO;ELASTICO;
7898563360067;ENVELOPE BRANCO 108 X 72 MM C/500;0;ESCRITORIO;ENVELOPE;500
7898563360012;ENVELOPE CARTA COF 010 OFFSET SCRITY;0;ESCRITORIO;ENVELOPE;
7899264314533;ENVELOPE CARTA FORONI;0;ESCRITORIO;ENVELOPE;
2501504950023;ENVELOPE DOSSIE A4 EMPRESAS;0;ESCRITORIO;ENVELOPE;
7898563360777;ENVELOPE KRAFT NATURAL SKN 018 SCRITY;0;ESCRITORIO;ENVELOPE;18
7896212682171;ENVELOPE KRAFT NATURAL SKN-017 SCRITY;0;ESCRITORIO;ENVELOPE;17
7898563360821;ENVELOPE KRAFT NATURAL SKN-032 SCRITY;0;ESCRITORIO;ENVELOPE;32
7898563360838;ENVELOPE KRAFT NATURAL SKN-034 SCRITY;0;ESCRITORIO;ENVELOPE;34
7896212686346;ENVELOPE KRAFT NATURAL SKN-34 REF-1810340 FORONI;0;ESCRITORIO;ENVELOPE;34
7896212686414;ENVELOPE KRAFT NATURAL SKN-41 REF-1810412 FORONI;0;ESCRITORIO;ENVELOPE;41
7899098114965;ENVELOPE OS MAITRA;0;ESCRITORIO;ENVELOPE;
7898563360760;ENVELOPE PARDO KRAFT NATURAL 80G SKN 017 SCRITY;0;ESCRITORIO;ENVELOPE;80 G
7896326960066;ESTILETE 29BP CIS;0;ESCRITORIO;ESTILETE;
7898119104541;ESTILETE GRANDE MASTERPRINT;0;ESCRITORIO;ESTILETE;
7503002900277;ESTILETE OFFICE JOCAR;0;ESCRITORIO;ESTILETE;
7898011979476;ESTILETE THOMPSON 18MM AMARELO;0;ESCRITORIO;ESTILETE;18 MM
7897216901763;EXTRACTOR DE GRAMPO CARBRINK;0;ESCRITORIO;EXTRACTOR;
6921615450827;EXTRACTOR DE GRAMPO GEMMES;0;ESCRITORIO;EXTRACTOR;
7898350670027;EXTRATOR DE GRAMPOS ZINCADO CA111 CAVIA;0;ESCRITORIO;EXTRATOR;
7899320369910;FITA ADESIVA DUPLA FACE 12X30 EUROCEL;0;ESCRITORIO;FITA;
7896603879074;FITA ADESIVA DUPLA FACE ADELBRAS;0;ESCRITORIO;FITA;
7896603803260;FITA ADESIVA DUPLA FACE ESPUMA ADELBRAS;0;ESCRITORIO;FITA;
7891040149322;FITA ADESIVA DUREX 18X50 3M;0;ESCRITORIO;FITA;3 M
7896603800528;FITA ADESIVA POLISIL 12X50M ADELBRAS;0;ESCRITORIO;FITA;
7896603801396;FITA ADESIVA QUALITAPE 18MM X 50M ADELBRAS;0;ESCRITORIO;FITA;
7897980700104;FITA ADESIVA TRANSPARENTE FIT-PEL 19MMX50M;0;ESCRITORIO;FITA;
7896342449514;FITA CORRETIVA 12M 991679 MERCUR;0;ESCRITORIO;FITA;
7899320385811;FITA CREPE 18MM X 50CM EUROCEL;0;ESCRITORIO;FITA;
7891040117932;FITA CREPE USO GERAL 19X50M 3M;0;ESCRITORIO;FITA;
7896193245839;FITA DUPLA FACE 19 MM X 10 MT DE ESPUMA ADERE;0;ESCRITORIO;FITA;
7899320389147;FITA DUREX 18MM X 50M EUROCEL;0;ESCRITORIO;FITA;
10343902053;FITA IMPRESSORA S015631 ESPON;0;ESCRITORIO;FITA;
7891040118809;FITA LARGA TRANSPARENTE 45MM X 45 M SCOTCH 3M;0;ESCRITORIO;FITA;
7898178200611;FITA PARA CALCULADORA BICOLOR PROCALC;0;ESCRITORIO;FITA;
7898178452331;FITA PARA CALCULADORA SHARP COLORPRINT;0;ESCRITORIO;FITA;
7898119100840;FITA PARA CALCULADORA SHARP MASTERPRINT;0;ESCRITORIO;FITA;
7898573160060;FITA PARA EMBALAGEM TACK TAPE 48MM X 50M;0;ESCRITORIO;FITA;
7896603899980;FITA PARA EMBALAGEM QUALITAPE 48MM X 40M ADELBRAS;0;ESCRITORIO;FITA;
7896603899959;FITA PARA EMBALAGEM QUALITAPE 48MM X 45M ADELBRAS;0;ESCRITORIO;FITA;
7896603800122;FITA PARA EMBALAGEM QUALITAPE 48MM X 50M ADELBRAS;0;ESCRITORIO;FITA;
7898573160008;FITA PARA EMBALAGEM TACK TAPE 48MM X 45M;0;ESCRITORIO;FITA;
2501504950085;FITA PARA MAQUINA NYLON EXTRA IBRAFITAS;0;ESCRITORIO;FITA;
7899320387365;FITA PVC P/EMBALAGEM TRANSP. 45MMM X 45M EUROCEL;0;ESCRITORIO;FITA;
7895110176072;FOLHA CONTINUA BRANCO 80 COLUNAS JANDAIA;0;ESCRITORIO;FOLHA;
7895110171268;FORMULÁRIO CONTÍNUO PRATIC FORM JANDAIA;0;ESCRITORIO;FORMULÁRIO;
7897975015985;FORMULÁRIO CONTÍNUO RB RIO BRANCO;0;ESCRITORIO;FORMULÁRIO;
7898656450200;FORMULARIOS CONTINUOS 80C 1V/BR DIPLOMATA 3000;0;ESCRITORIO;FORMULARIOS;
7891360484011;GRAFITE 0.7MM HB MEDIA 0724B FABER CASTELL;0;ESCRITORIO;GRAFITE;
7891360472728;GRAFITE MAX RESISTENTE HB 0.7 FABER CASTELL;0;ESCRITORIO;GRAFITE;0.7
842048014942;GRAMPEADOR EVO COMPACTO PAPERPRO;0;ESCRITORIO;GRAMPEADOR;
842048014249;GRAMPEADOR EVO DESKTOP2-20FLS PAPERPRO;0;ESCRITORIO;GRAMPEADOR;
7898119104329;GRAMPEADOR MASTERPRINT 11,5CM MP300;0;ESCRITORIO;GRAMPEADOR;
7897476665146;GRAMPEADOR METAL TRIS T945 20 FOLHAS;0;ESCRITORIO;GRAMPEADOR;
7896326962886;GRAMPEADOR STAPPOWER C-40 CIS;0;ESCRITORIO;GRAMPEADOR;40 CIS
7896326962893;GRAMPEADOR STAPPOWER C-50 CIS;0;ESCRITORIO;GRAMPEADOR;50 CIS
7896303601180;GRAMPO 26/6 ACC ACO GALVANIZADO C/5000 UNIDADES;0;ESCRITORIO;GRAMPO;5000 UNIDADES
7896326925577;GRAMPO EAGLE 26/6 SERTIC;0;ESCRITORIO;GRAMPO;
7897849622134;GRAMPO GALVANIZADO ENAK 23 23/13 BACCHI;0;ESCRITORIO;GRAMPO;
7897294406525;GRAMPO ORGANIZADOR MAXXI WALEU;0;ESCRITORIO;GRAMPO;
7896303600947;GRAMPO PARA PASTA TRILHO ACC;0;ESCRITORIO;GRAMPO;
7897832805223;GRAMPO PLASTICO DELLOFIX;0;ESCRITORIO;GRAMPO;
7898033752538;GRAMPOS TOP 26/6 GALVANIZADOS 5000 UNIDADES;0;ESCRITORIO;GRAMPOS;5000 UNIDADES
7897849622110;GRAMPOS GALVANIZADOS ENAK 23/10 BACCHI;0;ESCRITORIO;GRAMPOS;
7896326907580;LAMINA PARA ESTILETE ESTOJO LA-L10 CIS;0;ESCRITORIO;LAMINA;
7896326929384;LAPIS PRETO N-2HB CIS;0;ESCRITORIO;LAPIS;
2501504950115;LAPIS PRETO NRO 02 MASTERPRINT MP 740;0;ESCRITORIO;LAPIS;
70330423497;LAPIS PRETO REDONDO BIC EVOLUTION HB;0;ESCRITORIO;LAPIS;
70330413993;LAPIS PRETO REDONDO EVOLUTION 2HB BIC;0;ESCRITORIO;LAPIS;
7896572025694;LAPISEIRA 0.7MM NOVA ALUNO COMPACTOR;0;ESCRITORIO;LAPISEIRA;0.7 MM
7896572001087;LAPISEIRA AZUL 0.7MM COMPACTOR;0;ESCRITORIO;LAPISEIRA;0.7 MM
7897975073596;LAPISEIRA TECNICA 0.7MM MAXPRINT;0;ESCRITORIO;LAPISEIRA;0.7 MM
7893688013041;LIVRO DE PROTOCOLO COM 100 FOLHAS GRIFFE;0;ESCRITORIO;LIVRO;100
7891027120542;LIVRO PROTOC CORRESP 104FLS TILIBRA;0;ESCRITORIO;LIVRO;
7891027126865;LIVRO PROTOC CORRESP 52FLS TILIBRA;0;ESCRITORIO;LIVRO;
7897424082223;MARCADOR PERMANENTE PRETO 1.0MM PILOT;0;ESCRITORIO;MARCADOR;1.0 MM
71641033894;MARCADOR PERMANENTE TANK PRETO - SHARPIE;0;ESCRITORIO;MARCADOR;
9556089015790;MARCADOR QB RECARREGAVEL W20 FABER-CASTELL;0;ESCRITORIO;MARCADOR;
7897424081387;MARCADOR QUADRO BRANCO AZUL PILOT;0;ESCRITORIO;MARCADOR;
7897424081394;MARCADOR QUADRO BRANCO PRETO PILOT;0;ESCRITORIO;MARCADOR;
71641033863;MARCADOR TANK PONTA GROSSA AZUL SHARPIE;0;ESCRITORIO;MARCADOR;
71641033856;MARCADOR TANK PONTA GROSSA PRETO SHARPIE;0;ESCRITORIO;MARCADOR;
7897254103648;MOLHA DEDOS AQUA MAGIC 12 GR RADEX;0;ESCRITORIO;MOLHA;
7893688013652;NOTA PROMISSORIA GRIFFE;0;ESCRITORIO;NOTA;
7897294402787;ORGANIZADOR DE MOEDAS CRISTAL 270 WALEU;0;ESCRITORIO;ORGANIZADOR;
7896292286405;ORGANIZADOR VERTICAL FUME 8640 ACRIMET;0;ESCRITORIO;ORGANIZADOR;
7891173022868;PAPEL A4 MULTI 500FLS CHAMEX;0;ESCRITORIO;PAPEL;
7891070002543;PAPEL ADESIVO CONTACT TRANSPARENTE VULCAN;0;ESCRITORIO;PAPEL;
7896326933213;PAPEL CARBONO PARA MANUSCRITO CIS;0;ESCRITORIO;PAPEL;
7898457746373;PAPEL CARBONO PRETO A4 GRAMP LINE PT 100 FL;0;ESCRITORIO;PAPEL;
7891191003702;PAPEL REPORT A3 PREMIUM SUZANO;0;ESCRITORIO;PAPEL;
7891173022967;PAPEL SULFITE A3 CHAMEX 75G 500FLS;0;ESCRITORIO;PAPEL;
7891191003672;PAPEL SULFITE A4 BRANCO 500FLS COPIMAX;0;ESCRITORIO;PAPEL;
7891191004129;PAPEL SULFITE A4 REPORT SUZANO;0;ESCRITORIO;PAPEL;
7891173023001;PAPEL SULFITE OFFICE A4 500FLS CHAMEX;0;ESCRITORIO;PAPEL;
7891634329345;PAPEL VERGE A4 50 FLS BRANCO FILIPAPER;0;ESCRITORIO;PAPEL;
7891634329963;PAPEL VERGE A4 TURMALINA VERDE 50 FLS FILIPAPER;0;ESCRITORIO;PAPEL;
7898119104268;PAPEL VERGE TESTURIZADO BRANCO MASTERPRINT;0;ESCRITORIO;PAPEL;
7897832841238;PASTA ABA ELASTICA OFICIO 40MM CRISTAL DELLO LINE;0;ESCRITORIO;PASTA;40 MM
7897027202219;PASTA ABA ELÁSTICO 20MM ACP;0;ESCRITORIO;PASTA;20 MM
7896452817012;PASTA ABA ELASTICO A40B TRANSPARENTE PLASCONV;0;ESCRITORIO;PASTA;
7897027202226;PASTA ABA ELÁSTICO OFÍCIO 20MM FUMÊ ACP;0;ESCRITORIO;PASTA;20 MM
7897832840972;PASTA ABA ELASTICO OFICIO CRISTAL 3CM DELLO LINE;0;ESCRITORIO;PASTA;3 CM
7897027202417;PASTA ABA ELASTICO OFICIO REF-1024 40MM ACP;0;ESCRITORIO;PASTA;40 MM
7897027202110;PASTA ABA ELASTICO REF-1021 CRISTA ACP;0;ESCRITORIO;PASTA;
7897832840491;PASTA ABA ESLATICO OFICIO LINE 0254-H DELLO;0;ESCRITORIO;PASTA;
7897027201229;PASTA CATALOGO 50FLS 122 ACP;0;ESCRITORIO;PASTA;
7897027201670;PASTA CATALOGO OFCIO 100 FLS ACP;0;ESCRITORIO;PASTA;
7897027206842;PASTA DE PVC COM ZIPER E VISOR ACP;0;ESCRITORIO;PASTA;
7896644705097;PASTA SANFONA 12DV REF-92517 CRISTAL POLIBRAS;0;ESCRITORIO;PASTA;
7896644726399;PASTA SANFONA 31DV REF-91917 CRISTAL POLIBRAS;0;ESCRITORIO;PASTA;
7897027200093;PASTA SANFONA PP OFICIO 12DV CRISTAL ACP;0;ESCRITORIO;PASTA;
7897478404101;PASTA SUSPENSA MARM HASTE PLASTICA POLYCART;0;ESCRITORIO;PASTA;
7891234000026;PASTA SUSPENSA MARMORIZADA C/PLAST. TIMPEL;0;ESCRITORIO;PASTA;
7898923324203;PERFURADOR 2 FUROS FR-202 ADECK;0;ESCRITORIO;PERFURADOR;
7897185957600;PERFURADOR DE PAPEL GOLLER SYSTEMATIC;0;ESCRITORIO;PERFURADOR;
7898457746946;PERFURADOR DE PAPEL GRAMP LINE GE 20;0;ESCRITORIO;PERFURADOR;
7896657825751;PINCEL ATOMICO PERMANENTE AZUL BIG NEWPEN;0;ESCRITORIO;PINCEL;
7896657825836;PINCEL ATOMICO PERMANENTE PRETO BIG NEWPEN;0;ESCRITORIO;PINCEL;
7897424080755;PINCEL MARCADOR ATOMICO AZUL 1100-P PILOT;0;ESCRITORIO;PINCEL;
7897424080762;PINCEL MARCADOR ATOMICO PRETO 1100-P PILOT;0;ESCRITORIO;PINCEL;
7897424080786;PINCEL MARCADOR ATOMICO VERMELHO 1100-P PILOT;0;ESCRITORIO;PINCEL;
7897256283904;PINCEL MARCADOR PERMANENTE AZUL SLIM JOCAR OFFICE;0;ESCRITORIO;PINCEL;
7897256283911;PINCEL MARCADOR PERMANENTE PRETO SLIM JOCAR OFFICE;0;ESCRITORIO;PINCEL;
7897095046036;PINCEL MARCADOR PERMANENTE SHARPIE VERDE;0;ESCRITORIO;PINCEL;
7897256257646;PINCEL QUADRO BRANCO JOGAR AZUL RECARREGÁVEL;0;ESCRITORIO;PINCEL;
7898078750186;PLASTICO ADESIVO REPOSICIONAVEL PLASTCOVER;0;ESCRITORIO;PLASTICO;
